pilotId,portCode,portName,pilotName,pilotCode,pilotType,pilotClass,certificationLevel,experienceYears,maxVesselGT,maxVesselLOA,nightOperations,adverseWeather,canTrain,licenseIssueDate,licenseExpiryDate,status,languages,certifications,certificationsCount
1799,ZADUR,Port of Durban,Samuel Botha,ZADUR-CP-2024-1799,Canal,Senior,Class B,11,75000,300,TRUE,FALSE,TRUE,2024-12-28,2028-09-25,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; STS Transfer Operations; Heavy Weather Operations; Human Factors Training; ISPS Security Awareness,9
1800,ZADUR,Port of Durban,Mohammed El-Fassi,ZADUR-DS-2005-1800,Deep Sea,Junior,Class C,1,40000,250,TRUE,FALSE,FALSE,2005-11-23,2027-12-10,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; Cruise Ship Operations,5
1801,ZADUR,Port of Durban,Samuel Botha,ZADUR-CP-2020-1801,Canal,Senior,Master Pilot,34,Unlimited,Unlimited,TRUE,TRUE,TRUE,2020-11-12,2026-12-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Restricted Visibility Operations; Passenger Vessel; Night Operations - All Vessels; Bulk Carrier (Capesize),11
1802,ZADUR,Port of Durban,David Botha,ZADUR-DS-2005-1802,Deep Sea,Senior,Master Pilot,22,Unlimited,Unlimited,TRUE,TRUE,TRUE,2005-06-18,2029-09-28,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; Car Carrier/RoRo; LNG Carrier Operations; ISPS Security Awareness; Manned Model Training,9
1803,ZADUR,Port of Durban,Thabo Nkosi,ZADUR-CP-1999-1803,Canal,Class I,Unlimited,16,Unlimited,Unlimited,TRUE,TRUE,TRUE,1999-01-09,2026-07-25,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Dangerous Goods Vessels; Ice Navigation; Port State Control Procedures; Automatic Radar Plotting Aid (ARPA),9
1804,ZADUR,Port of Durban,Youssef Benali,ZADUR-HP-2010-1804,Harbor,Class III,Class D,5,20000,200,FALSE,FALSE,FALSE,2010-03-21,2028-12-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; Container Vessel (ULCV); Emergency Response,6
1805,ZADUR,Port of Durban,Ahmed Dlamini,ZADUR-DS-2010-1805,Deep Sea,Class II,Class C,12,40000,250,TRUE,FALSE,FALSE,2010-11-25,2027-01-28,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Restricted Visibility Operations; Crisis Management; Bridge Resource Management (BRM); ISPS Security Awareness,8
1806,ZADUR,Port of Durban,Ahmed El-Fassi,ZADUR-RP-2018-1806,River,Class II,Class A,7,150000,366,TRUE,TRUE,FALSE,2018-09-04,2026-02-01,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Restricted Visibility Operations; Automatic Radar Plotting Aid (ARPA); Human Factors Training; Manned Model Training,8
1807,ZADUR,Port of Durban,Samuel Nkosi,ZADUR-RP-2021-1807,River,Class II,Class B,11,75000,300,TRUE,FALSE,FALSE,2021-09-02,2027-12-08,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; LNG Carrier Operations; Heavy Weather Operations; Passenger Vessel; Automatic Radar Plotting Aid (ARPA),10
1808,ZADUR,Port of Durban,Ibrahim Nkosi,ZADUR-CP-2002-1808,Canal,Class III,Class D,5,20000,200,FALSE,FALSE,FALSE,2002-12-13,2029-05-21,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Restricted Visibility Operations; LPG Carrier Operations,6
1809,ZADUR,Port of Durban,Johan Dlamini,ZADUR-CP-2014-1809,Canal,Class III,Class B,4,75000,300,TRUE,FALSE,FALSE,2014-08-02,2026-09-28,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; High-Speed Craft; Car Carrier/RoRo; Emergency Response,7
1810,ZADUR,Port of Durban,David El-Fassi,ZADUR-CP-1997-1810,Canal,Senior,Unlimited,13,Unlimited,Unlimited,TRUE,TRUE,TRUE,1997-12-02,2027-04-05,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Emergency Response; Dangerous Goods Vessels; LNG Carrier Operations; Car Carrier/RoRo,11
1811,ZADUR,Port of Durban,Youssef Ndlovu,ZADUR-HP-1993-1811,Harbor,Class I,Class A,18,150000,366,TRUE,TRUE,TRUE,1993-02-24,2028-05-04,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Ice Navigation; Passenger Vessel; Night Operations - All Vessels; ISPS Security Awareness,10
1812,ZADUR,Port of Durban,Samuel Ndlovu,ZADUR-DS-2009-1812,Deep Sea,Senior,Unlimited,23,Unlimited,Unlimited,TRUE,TRUE,TRUE,2009-08-01,2030-02-07,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Naval Vessels; Cruise Ship Operations; Ice Navigation; Ship Handling Simulator Training,10
1813,ZADUR,Port of Durban,Sipho Benali,ZADUR-HP-1998-1813,Harbor,Senior,Unlimited,26,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-11-19,2030-12-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; Cruise Ship Operations; Bulk Carrier (Capesize); VLCC/ULCC Handling; Offshore Support Vessels,12
1814,ZADUR,Port of Durban,Ahmed El-Fassi,ZADUR-RP-2003-1814,River,Senior,Class B,14,75000,300,TRUE,FALSE,TRUE,2003-10-23,2030-03-12,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Offshore Support Vessels; Car Carrier/RoRo; VLCC/ULCC Handling; Restricted Visibility Operations,12
1815,ZADUR,Port of Durban,Ahmed Nkosi,ZADUR-RP-1997-1815,River,Senior,Class A,11,150000,366,TRUE,TRUE,TRUE,1997-08-09,2028-02-11,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Bulk Carrier (Capesize); Passenger Vessel; Container Vessel (ULCV); Emergency Response,11
1816,ZADUR,Port of Durban,Ibrahim Van der Merwe,ZADUR-RP-2013-1816,River,Class I,Class A,16,150000,366,TRUE,TRUE,TRUE,2013-01-09,2029-05-10,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; LPG Carrier Operations; Passenger Vessel; Crisis Management; Port State Control Procedures,9
1817,ZADUR,Port of Durban,Ahmed Ndlovu,ZADUR-DS-2005-1817,Deep Sea,Senior,Unlimited,29,Unlimited,Unlimited,TRUE,TRUE,TRUE,2005-09-04,2030-02-16,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; VLCC/ULCC Handling; LNG Carrier Operations; Passenger Vessel; Port State Control Procedures,10
1818,ZADUR,Port of Durban,Samuel Botha,ZADUR-DS-2007-1818,Deep Sea,Class II,Class B,7,75000,300,TRUE,FALSE,FALSE,2007-07-16,2030-04-14,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Night Operations - All Vessels; Dangerous Goods Vessels; Offshore Support Vessels; ISPS Security Awareness,10
1819,ZADUR,Port of Durban,Ibrahim Ndlovu,ZADUR-CP-2023-1819,Canal,Class II,Class C,8,40000,250,TRUE,FALSE,FALSE,2023-07-21,2027-09-12,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; Chemical Tanker Handling; Heavy Weather Operations; High-Speed Craft; Human Factors Training,10
1820,ZADUR,Port of Durban,David Van der Merwe,ZADUR-DS-2007-1820,Deep Sea,Senior,Class A,33,150000,366,TRUE,TRUE,TRUE,2007-11-22,2027-04-02,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Offshore Support Vessels; Restricted Visibility Operations; Cruise Ship Operations; LPG Carrier Operations,11
1821,ZACPT,Port of Cape Town,Pieter El-Fassi,ZACPT-DS-2011-1821,Deep Sea,Class III,Class D,6,20000,200,FALSE,FALSE,FALSE,2011-09-12,2025-10-20,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; Car Carrier/RoRo; Environmental Compliance; Port State Control Procedures; Medical First Aid,8
1822,ZACPT,Port of Cape Town,Thabo Nkosi,ZACPT-HP-2018-1822,Harbor,Class II,Class B,6,75000,300,TRUE,FALSE,FALSE,2018-03-12,2025-05-24,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; Passenger Vessel; Offshore Support Vessels; Electronic Chart Display (ECDIS); Ship Handling Simulator Training,9
1823,ZACPT,Port of Cape Town,Mohammed Van der Merwe,ZACPT-HP-2006-1823,Harbor,Class III,Class D,5,20000,200,FALSE,FALSE,FALSE,2006-11-15,2025-07-02,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Offshore Support Vessels; Car Carrier/RoRo; Night Operations - All Vessels,7
1824,ZACPT,Port of Cape Town,Sipho Benali,ZACPT-DS-2009-1824,Deep Sea,Senior,Unlimited,29,Unlimited,Unlimited,TRUE,TRUE,TRUE,2009-09-09,2027-03-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; LNG Carrier Operations; Night Operations - All Vessels; Dangerous Goods Vessels; Ice Navigation,11
1825,ZACPT,Port of Cape Town,Ibrahim Nkosi,ZACPT-CP-1994-1825,Canal,Senior,Unlimited,26,Unlimited,Unlimited,TRUE,TRUE,TRUE,1994-08-24,2030-10-09,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; Ice Navigation; Tug and Tow Operations; Restricted Visibility Operations; STCW Certificate,10
1826,ZACPT,Port of Cape Town,Mohammed Benali,ZACPT-RP-2022-1826,River,Senior,Unlimited,31,Unlimited,Unlimited,TRUE,TRUE,TRUE,2022-07-04,2025-02-12,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; VLCC/ULCC Handling; Emergency Response; LPG Carrier Operations; Cruise Ship Operations,12
1827,ZACPT,Port of Cape Town,Samuel Okonkwo,ZACPT-RP-2013-1827,River,Class II,Class B,4,75000,300,TRUE,FALSE,FALSE,2013-02-22,2025-11-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Naval Vessels; LNG Carrier Operations; Restricted Visibility Operations,7
1828,ZACPT,Port of Cape Town,Samuel Ndlovu,ZACPT-DS-2024-1828,Deep Sea,Senior,Class A,13,150000,366,TRUE,TRUE,TRUE,2024-07-23,2027-11-21,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; Dangerous Goods Vessels; Chemical Tanker Handling; ISPS Security Awareness; Crisis Management,9
1829,ZACPT,Port of Cape Town,Pieter Okonkwo,ZACPT-DS-2008-1829,Deep Sea,Class III,Class B,3,75000,300,TRUE,FALSE,FALSE,2008-01-02,2029-03-26,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Offshore Support Vessels,5
1830,ZACPT,Port of Cape Town,David Benali,ZACPT-HP-2023-1830,Harbor,Class I,Class A,17,150000,366,TRUE,TRUE,TRUE,2023-08-23,2026-11-16,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; LPG Carrier Operations; Chemical Tanker Handling; Global Maritime Distress Safety System (GMDSS); Environmental Compliance,9
1831,ZACPT,Port of Cape Town,Mohammed Van der Merwe,ZACPT-RP-2016-1831,River,Senior,Class A,32,150000,366,TRUE,TRUE,TRUE,2016-12-21,2025-11-13,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; High-Speed Craft; LNG Carrier Operations; Restricted Visibility Operations; Night Operations - All Vessels,11
1832,ZACPT,Port of Cape Town,Youssef Okonkwo,ZACPT-CP-1990-1832,Canal,Junior,Provisional,4,10000,150,FALSE,FALSE,FALSE,1990-12-12,2028-09-18,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Heavy Weather Operations,5
1833,ZACPT,Port of Cape Town,Ahmed Okonkwo,ZACPT-RP-2000-1833,River,Class I,Class B,11,75000,300,TRUE,FALSE,TRUE,2000-07-07,2030-05-16,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Offshore Support Vessels; Passenger Vessel; STCW Certificate; Medical First Aid,9
1834,ZACPT,Port of Cape Town,Thabo Okonkwo,ZACPT-DS-2010-1834,Deep Sea,Trainee,Provisional,2,10000,150,FALSE,FALSE,FALSE,2010-12-19,2025-01-16,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; STS Transfer Operations,5
1835,ZACPT,Port of Cape Town,Sipho Dlamini,ZACPT-DS-1997-1835,Deep Sea,Senior,Unlimited,13,Unlimited,Unlimited,TRUE,TRUE,TRUE,1997-02-22,2026-09-08,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Bulk Carrier (Capesize); Emergency Response; Ice Navigation; Automatic Radar Plotting Aid (ARPA),10
1836,ZACPT,Port of Cape Town,Ahmed El-Fassi,ZACPT-HP-1998-1836,Harbor,Senior,Master Pilot,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-05-03,2029-02-22,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; Restricted Visibility Operations; Heavy Weather Operations; Tug and Tow Operations; Medical First Aid,10
1837,ZACPT,Port of Cape Town,Sipho Van der Merwe,ZACPT-CP-1992-1837,Canal,Class I,Class B,8,75000,300,TRUE,FALSE,TRUE,1992-03-08,2028-05-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; LNG Carrier Operations; Cruise Ship Operations; Tug and Tow Operations; Global Maritime Distress Safety System (GMDSS),10
1838,ZACPT,Port of Cape Town,Sipho Botha,ZACPT-RP-2020-1838,River,Class I,Master Pilot,17,Unlimited,Unlimited,TRUE,TRUE,TRUE,2020-01-21,2028-04-24,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; Chemical Tanker Handling; Naval Vessels; Electronic Chart Display (ECDIS); Manned Model Training,9
1839,ZACPT,Port of Cape Town,Youssef Ndlovu,ZACPT-RP-1998-1839,River,Class I,Unlimited,13,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-05-20,2030-09-20,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Container Vessel (ULCV); VLCC/ULCC Handling; LNG Carrier Operations; Ice Navigation,11
1840,ZACPT,Port of Cape Town,Sipho Dlamini,ZACPT-RP-2004-1840,River,Class II,Class C,9,40000,250,TRUE,FALSE,FALSE,2004-02-26,2027-11-07,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Restricted Visibility Operations; Automatic Radar Plotting Aid (ARPA); Electronic Chart Display (ECDIS); Ship Handling Simulator Training,8
1841,ZACPT,Port of Cape Town,Pieter Nkosi,ZACPT-CP-1995-1841,Canal,Class I,Class B,10,75000,300,TRUE,FALSE,TRUE,1995-02-12,2025-01-18,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Tug and Tow Operations; Heavy Weather Operations; LPG Carrier Operations; Night Operations - All Vessels; Global Maritime Distress Safety System (GMDSS),10
1842,ZACPT,Port of Cape Town,Thabo Okonkwo,ZACPT-HP-1992-1842,Harbor,Junior,Class D,4,20000,200,FALSE,FALSE,FALSE,1992-08-10,2026-11-16,On Leave,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Ice Navigation,5
1843,ZACPT,Port of Cape Town,Pieter Dlamini,ZACPT-CP-2024-1843,Canal,Class II,Class C,12,40000,250,TRUE,FALSE,FALSE,2024-07-27,2030-09-18,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); STS Transfer Operations; Naval Vessels; Dangerous Goods Vessels; Ship Handling Simulator Training; Crisis Management,9
1844,ZACPT,Port of Cape Town,Sipho Dlamini,ZACPT-DS-2013-1844,Deep Sea,Class II,Class A,12,150000,366,TRUE,TRUE,FALSE,2013-08-06,2030-02-11,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; VLCC/ULCC Handling; Offshore Support Vessels; Electronic Chart Display (ECDIS); Human Factors Training,9
1845,ZACPT,Port of Cape Town,Youssef Botha,ZACPT-DS-1991-1845,Deep Sea,Class I,Class A,13,150000,366,TRUE,TRUE,TRUE,1991-01-03,2026-10-02,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Tug and Tow Operations; LNG Carrier Operations; Ship Handling Simulator Training; Bridge Resource Management (BRM),9
1846,ZACPT,Port of Cape Town,Thabo Benali,ZACPT-DS-1995-1846,Deep Sea,Senior,Unlimited,24,Unlimited,Unlimited,TRUE,TRUE,TRUE,1995-06-16,2029-11-03,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Offshore Support Vessels; Container Vessel (ULCV); Cruise Ship Operations; Bulk Carrier (Capesize),11
1847,ZACPT,Port of Cape Town,Mohammed Botha,ZACPT-HP-2023-1847,Harbor,Senior,Unlimited,16,Unlimited,Unlimited,TRUE,TRUE,TRUE,2023-09-15,2028-05-07,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Chemical Tanker Handling; High-Speed Craft; Container Vessel (ULCV); Passenger Vessel,11
1848,ZACPT,Port of Cape Town,David Dlamini,ZACPT-DS-2007-1848,Deep Sea,Class I,Master Pilot,15,Unlimited,Unlimited,TRUE,TRUE,TRUE,2007-05-05,2028-10-26,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); STS Transfer Operations; Night Operations - All Vessels; Crisis Management; Manned Model Training,9
1849,ZACPT,Port of Cape Town,Ibrahim Benali,ZACPT-RP-1995-1849,River,Junior,Class C,2,40000,250,TRUE,FALSE,FALSE,1995-05-21,2025-10-04,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize),4
1850,ZACPT,Port of Cape Town,Thabo Ndlovu,ZACPT-HP-2016-1850,Harbor,Junior,Class D,4,20000,200,FALSE,FALSE,FALSE,2016-01-26,2026-05-09,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize),4
1851,ZACPT,Port of Cape Town,Ibrahim Dlamini,ZACPT-HP-1992-1851,Harbor,Senior,Class A,34,150000,366,TRUE,TRUE,TRUE,1992-05-22,2030-05-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); STS Transfer Operations; High-Speed Craft; Cruise Ship Operations; Ship Handling Simulator Training,10
1852,ZACPT,Port of Cape Town,Sipho Benali,ZACPT-DS-2003-1852,Deep Sea,Class II,Class A,8,150000,366,TRUE,TRUE,FALSE,2003-09-23,2028-09-10,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Chemical Tanker Handling; Emergency Response; Bridge Resource Management (BRM); Port State Control Procedures,9
1853,ZACPT,Port of Cape Town,David Ndlovu,ZACPT-RP-1993-1853,River,Class III,Class C,3,40000,250,TRUE,FALSE,FALSE,1993-01-14,2026-08-09,Training,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; LNG Carrier Operations; Container Vessel (ULCV),6
1854,ZACPT,Port of Cape Town,Sipho Van der Merwe,ZACPT-CP-1990-1854,Canal,Class I,Unlimited,14,Unlimited,Unlimited,TRUE,TRUE,TRUE,1990-03-06,2025-08-21,Active,English,STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; Ice Navigation; Chemical Tanker Handling; Car Carrier/RoRo; Restricted Visibility Operations,12
